od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,service_capacity_ratio,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required,reference_path_used
7->6,7,6,399,398,35.0,0.85,29.75,5.250000000000001,1.0,True,0.1984928509786876,0.8015071490213124,1029.960758201397,1029.960758201397,1235.9529098416765,204.439847291566,205.99215164027942,False
7->8,7,8,399,401,25.0,0.15,3.75,21.25,0.0,False,1.0,0.0,1189.84270608514,1189.84270608514,1427.8112473021679,0.0,237.96854121702802,True
7->9,7,9,399,407,4.0,0.15,0.6,3.4,1.0,True,0.1617435695571729,0.838256430442827,1692.8716575472918,1658.4295620004586,1990.1154744005503,268.240317217093,331.68591240009175,False
8->1,8,1,401,393,4.0,0.15,0.6,3.4,0.0,False,1.0,0.0,1917.9166781380889,1729.7570559746396,2075.7084671695675,0.0,345.9514111949279,True
8->10,8,10,401,408,6.0,0.15,0.8999999999999999,5.1,0.0,False,1.0,0.0,440.767208463185,440.767208463185,528.9206501558219,0.0,88.153441692637,True
8->11,8,11,401,409,1.0,0.85,0.85,0.15000000000000002,0.0,False,1.0,0.0,817.1769133764741,817.1769133764741,980.6122960517689,0.0,163.43538267529482,True
8->12,8,12,401,410,2.0,0.15,0.3,1.7,0.0,False,1.0,0.0,1226.7232838834432,1074.1229439827641,1288.9475327793168,0.0,214.82458879655283,True
8->13,8,13,401,412,2.0,0.15,0.3,1.7,0.0,False,1.0,0.0,1190.0669133764743,1074.1179439827638,1288.9415327793165,0.0,214.82358879655277,True
8->14,8,14,401,414,1.0,0.85,0.85,0.15000000000000002,0.0,False,1.0,0.0,1820.2142838834432,1667.613943982764,2001.1367327793168,0.0,333.52278879655285,True
8->2,8,2,401,394,2.0,0.15,0.3,1.7,0.0,False,1.0,0.0,2430.0740334797924,2322.0523551919514,2786.4628262303418,0.0,464.4104710383903,True
8->3,8,3,401,395,2.0,0.15,0.3,1.7,0.0,False,1.0,0.0,1640.2769067912438,1479.2932203624243,1775.1518644349092,0.0,295.8586440724849,True
8->5,8,5,401,397,3.0,0.15,0.44999999999999996,2.55,0.0,False,1.0,0.0,980.735188149364,945.6463144400582,1134.7755773280699,0.0,189.12926288801165,True
8->6,8,6,401,398,3.0,0.85,2.55,0.45000000000000007,0.0,False,1.0,0.0,2092.8743014812176,1745.7256487816699,2094.870778538004,0.0,349.145129756334,True
8->7,8,7,401,399,19.0,0.15,2.85,16.15,0.0,False,1.0,0.0,1189.8427060851402,1189.8427060851402,1427.811247302168,0.0,237.96854121702805,True
8->9,8,9,401,407,1.0,0.15,0.15,0.85,0.0,False,1.0,0.0,847.645435185585,711.649774937216,853.9797299246592,0.0,142.3299549874432,True
9->10,9,10,407,408,2.0,0.15,0.3,1.7,1.0,True,0.15532506777940785,0.8446749322205922,406.8782267224,377.601151540438,453.12138184852563,58.650924456601,75.5202303080876,False
9->11,9,11,407,409,1.0,0.15,0.15,0.85,0.0,False,1.0,0.0,534.8566924608169,501.199848697858,601.4398184374296,0.0,100.2399697395716,True
9->12,9,12,407,410,3.0,0.85,2.55,0.45000000000000007,1.0,True,0.17856754287416238,0.8214324571258376,379.07784869785803,379.07784869785803,454.8934184374296,67.691,75.81556973957161,False
9->13,9,13,407,412,7.0,0.85,5.95,1.0500000000000003,1.0,True,0.10795550484093847,0.8920444951590616,629.048848697858,627.026848697858,752.4322184374296,67.691,125.4053697395716,False
9->14,9,14,407,414,1.0,0.85,0.85,0.15000000000000002,1.0,True,0.1610621193653547,0.8389378806346452,972.568848697858,972.568848697858,1167.0826184374296,156.644,194.51376973957161,False
9->2,9,2,407,394,1.0,0.15,0.15,0.85,1.0,True,0.1572445307158592,0.8427554692841408,2396.1850517390076,2078.9904830098417,2494.78857961181,326.90988286362,415.7980966019684,False
9->3,9,3,407,395,3.0,0.15,0.44999999999999996,2.55,1.0,True,0.13752101367099967,0.8624789863290003,1222.648017277341,1196.846848697858,1436.2162184374295,164.591591841871,239.3693697395716,False
9->4,9,4,407,396,4.0,0.15,0.6,3.4,0.0,False,1.0,0.0,1158.6509924508618,1035.287848697858,1242.3454184374295,0.0,207.0575697395716,True
9->5,9,5,407,397,11.0,0.15,1.65,9.35,1.0,True,0.11622242522334018,0.8837775747766599,946.8462064085792,887.1517201475049,1064.5820641770058,103.106924456601,177.430344029501,False
9->6,9,6,407,398,5.0,0.15,0.75,4.25,1.0,True,0.11215398980440303,0.887846010195597,2098.7611740154093,1805.9355999448217,2167.122719933786,202.54288286361998,361.18711998896435,False
9->7,9,7,407,399,5.0,0.15,0.75,4.25,1.0,True,0.16124139863193343,0.8387586013680666,1692.871657547292,1663.5945823653299,1996.3134988383958,268.240317217093,332.718916473066,False
9->8,9,8,407,401,2.0,0.15,0.3,1.7,0.0,False,1.0,0.0,847.645435185585,711.6497749372161,853.9797299246593,0.0,142.32995498744322,True
